Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,Value Increase Index(17-18)
0.1492007104795737,0.01497799656284492,0.013279207825168659,0.0008455775882324014,0.011199409089787568,0.013307332526411739,0.013536344769748474,0.0165359508435505,0.008773745399841488,0.024078740780810893,0.008773745399841488,0.002500531811019124,0.9987080300080804,0.041511804428623775,0.02230087769991576,0.01497799656284492,0.0
0.1349911190053286,0.0044222341386642924,0.0046216729496218354,0.000289600078683795,0.0031844452129340724,0.004641094225529605,0.004591022217669351,0.005089191307055575,0.001868950241163012,0.003087356352169725,0.001868950241163012,0.0003186066015287837,0.9986819689393819,0.009396429880123541,0.007441340102435794,0.0044222341386642924,1.0
0.14031971580817051,0.003935157155919564,0.004067725295794985,0.00021720005901284623,0.002627921212493866,0.004083421746038862,0.004095732896751368,0.004531424836690769,0.0021387476799383446,0.00436715791695803,0.0021387476799383446,0.0004024883395583956,0.998684365359492,0.011987645919489085,0.006062040701895447,0.003935157155919564,1.0
0.10242747187685022,0.004173384839068855,0.003930673223528071,0.0,0.00284919922815095,0.003953318091481,0.003964659570358421,0.004677425057972354,0.001829125671198254,0.003694272558151808,0.001829125671198254,0.00048060995823833466,0.9986406306924807,0.007511909124221327,0.006946088304255199,0.004173384839068855,1.0
0.2427471876850207,0.003641090117739101,0.003725441456104547,6.283775292195552e-05,0.002685492660815267,0.0037417253179121653,0.003710288453883973,0.004474393500252649,0.0015329654889251235,0.0047761666644676945,0.0015329654889251235,0.000501930399997888,0.9987230076337693,0.010966863843375385,0.0061354358281945735,0.003641090117739101,0.0
0.11841326228537594,0.002004450760765691,0.0018680642745522108,8.606040074093908e-05,0.0013648741319733416,0.0018697668395072796,0.0019032784993461762,0.002966484964828775,0.001090407943823798,0.0018735239402055599,0.001090407943823798,0.0002516452140888359,0.9986719339301703,0.007695126419934042,0.0030911911301659263,0.002004450760765691,0.0
0.07874481941977501,0.002754943831374859,0.0028858119736606697,6.556982913595358e-05,0.001440852778057367,0.00289485612388737,0.00283905812336814,0.0030868210847132065,0.0011509861629251201,0.002797092079743512,0.0011509861629251201,0.0002506451933684066,0.9986440755463891,0.011385646233575878,0.004654970172485159,0.002754943831374859,1.0
0.04914150384843102,0.002053310196417966,0.002160376059011753,5.737360049395938e-05,0.0010041713843270152,0.0021657377106339315,0.0021713493702741247,0.0024149919414721615,0.0011863234574008914,0.001965880754159355,0.0011863234574008914,0.00011568239693926457,0.9986421284550495,0.0025912160393655446,0.0030845789566254643,0.002053310196417966,1.0
0.1178211959739491,0.004139092191685581,0.003821130520279353,0.0003169208408237756,0.002745022321664606,0.0038408471680538747,0.0038840655193842265,0.004656038306808059,0.00181846839191191,0.0028234797408731678,0.00181846839191191,0.00039412816633560647,0.9986746299027943,0.01662042611108203,0.006883933872974857,0.004139092191685581,0.0
0.07815275310834813,0.002799251145693071,0.0027527180839863018,2.732076213998066e-05,0.0018129131583657385,0.002763457409980923,0.002842637338495631,0.0035638882140180744,0.0011403288836387764,0.005435858192709089,0.0011403288836387764,0.00016900350175255631,0.9986449742039304,0.005993822959744543,0.004764071035902781,0.002799251145693071,0.0
0.1119005328596803,0.0013659398749744703,0.00120368332639332,2.732076213998066e-05,0.0008279322568125236,0.0012107808709772218,0.0012318671099133768,0.002107022724706317,0.0006383149383083756,0.003021387199345586,0.0006383149383083756,0.00013232274172720858,0.9986491679391233,0.002486520441815422,0.002232931004613975,0.0013659398749744703,0.0
0.05210183540556543,0.001795963603665611,0.0017070651976003916,1.5026419176989362e-05,0.0008800207100556956,0.0017167505964744499,0.0017270330096200665,0.0020748000196187796,0.001107796136343622,0.00039581491694483655,0.001107796136343622,0.00011500238284937263,0.9986482692815819,0.0015704339632518452,0.002616437069960764,0.001795963603665611,1.0
0.060390763765541755,0.0018342014228717393,0.0019632585659029485,0.0001038188961319265,0.001002604814304664,0.001976459805840718,0.0019765906988540955,0.0021324016694212805,0.001254193499171817,0.0035095589302442175,0.001254193499171817,0.0001704835324187917,0.9986398818111962,0.003952258807517144,0.0025271727271645285,0.0018342014228717393,1.0
0.11545293072824156,0.004612512810428121,0.004278795382542515,8.879247695493713e-05,0.002632620922560919,0.004280669246823369,0.004392931173544416,0.005787254865058156,0.0031079991855594985,0.006227488026598762,0.0031079991855594985,0.0006152127472081222,0.9986627975785001,0.012720515102339947,0.0063952942483347245,0.004612512810428121,0.0
0.05920663114268798,0.0014527336550772694,0.0015063853401582957,0.0,0.0008502558796310259,0.001491310649870743,0.0015111693110689698,0.0017480104618283565,0.0010006624340440616,0.0021374005515021176,0.0010006624340440616,0.00015536321912590028,0.998644225322646,0.001805999057739622,0.0019948927571573475,0.0014527336550772694,0.0
0.06690349319123742,0.0030408170511540085,0.0026962150274777038,1.912453349798646e-05,0.0016711385713429696,0.0026930261054078693,0.0027706827723119323,0.0034700716655773683,0.0024494915075506823,0.0015304843455200348,0.0024494915075506823,0.0002725656475602174,0.9986377849435998,0.003376433020991467,0.0037471187453797443,0.0030408170511540085,0.0
0.13795145056246297,0.003794344869319218,0.0037779863300205986,0.0,0.002389019284085333,0.0037993056489492587,0.003814332535003798,0.004437037974885681,0.0017904229201057425,0.0032720699800773156,0.0017904229201057425,0.0003618074966513306,0.9986815196106111,0.0058891273621944195,0.006165851826480698,0.003794344869319218,1.0
0.15926583777383066,0.004827372937395889,0.005115357273477169,0.000333313298107764,0.003616426896597371,0.005072747468408023,0.0052478699041696,0.0065363614691728526,0.002109019479823807,0.003575528083068357,0.002109019479823807,0.0005194107621909926,0.9986795725192716,0.010286342459299587,0.008041064242555684,0.004827372937395889,0.0
0.10361160449970394,0.04409184724173312,0.035139458647283184,0.0124295807355842,0.030276707179472923,0.035032251958777266,0.03649651612775823,0.05470502822480841,0.03760056405052896,0.12188460675788002,0.03760056405052896,0.011110350206456277,0.9987450247435319,0.1283306286970633,0.05175282108384104,0.04409184724173312,0.0
0.1267021906453523,0.0037928274955411974,0.0038112350637979873,0.00036746425078273986,0.002330664550752757,0.0037551740111474727,0.0038011264653954693,0.004571346772197452,0.002148844049788565,0.0030741625216048974,0.002148844049788565,0.00044716926534717796,0.998685863122061,0.006464953148720096,0.0057400278504749535,0.0037928274955411974,0.0
0.1343990526939017,0.00537605529552827,0.005410835604010748,0.00016392457283988395,0.0031926697055514154,0.0054295861289181775,0.005494218641910017,0.007011717658384577,0.0016142973571630097,0.002876255063132479,0.0016142973571630097,0.0003414470747833895,0.9986807707293267,0.012432602209077109,0.00981973892493993,0.00537605529552827,0.0
0.0,0.0005714429648026945,0.0006042165727521877,0.0,0.0003963422156548126,0.0006082794140354548,0.0006156250019284564,0.0007311417331366893,0.00027204107651982617,0.00010555064451862309,0.00027204107651982617,2.1200439273101736e-05,0.9986475204002975,0.0006543474846882689,0.0009336389039132167,0.0005714429648026945,0.0
0.09413854351687387,0.0025922813623710118,0.002368378554250059,1.5026419176989362e-05,0.0014964660138508288,0.002380518322599284,0.002416710738324199,0.0028190589601362367,0.0009468151281762197,0.0008839866478434683,0.0009468151281762197,0.00024016497621830724,0.9986720837064272,0.00832330000523478,0.004541240787589215,0.0025922813623710118,0.0
0.03433984606275903,0.0019859388006738354,0.00193000983212556,0.0,0.0010915076630730856,0.0019361137261347957,0.0019305545870418835,0.002343702770924512,0.0011122834118326087,0.002427664823928331,0.0011122834118326087,9.34819369457335e-05,0.9986313445645536,0.0036643459142543054,0.0030250693947613074,0.0019859388006738354,1.0
0.0728241563055062,0.003822568021590408,0.003921569403565214,0.0,0.002591890101979792,0.003942061037143298,0.003918993722180087,0.004413940283628242,0.0020669512721145557,0.001847136279075904,0.0020669512721145557,0.0003596074510663861,0.9986773258754182,0.008244778307072188,0.005901364884862223,0.003822568021590408,0.0
0.07874481941977501,0.002436295337990457,0.0023569987792964884,3.141887646097776e-05,0.0012383736026684953,0.0023681654488127792,0.002444850774498956,0.003431860670163828,0.0019508430188370214,0.002045043737548322,0.0019508430188370214,0.0001422829481026847,0.9986452737564442,0.0032193896246662827,0.0030177960038667993,0.002436295337990457,0.0
0.10657193605683837,0.0022872892329887985,0.0023289946374542236,3.141887646097776e-05,0.0011945096420426663,0.002333597326200545,0.0023832635900638516,0.003053457752896907,0.00105226610216741,0.002045043737548322,0.00105226610216741,0.00014628303098440198,0.9986518639117473,0.03028320159137308,0.0037524084842121136,0.0022872892329887985,0.0
0.050917702782711655,0.001861817625631721,0.0018258106753767794,0.0,0.000970490128846468,0.0018329074580475486,0.0018300897210495493,0.0021803079920293005,0.0015632545984757846,0.0014513213621310675,0.0015632545984757846,0.0002106043637224163,0.998630745459526,0.0015704339632518452,0.002223012744303282,0.001861817625631721,0.0
0.07992895204262879,0.003502098679672381,0.0032518449089063857,1.6392457283988394e-05,0.0021712660509785385,0.0032653427175326133,0.0033223755867907213,0.004017572495383314,0.0019783275812070658,0.00299499953821593,0.0019783275812070658,0.0002784057685675247,0.9986705859438583,0.009213212584410825,0.005307591700928747,0.003502098679672381,0.0
0.07460035523978686,0.001668200731556246,0.0017072631067300188,0.0,0.0007605697458514289,0.0017168502164243411,0.0017239474793377466,0.0026485352641862597,0.0008021004936563947,0.0038525985249297425,0.0008021004936563947,7.492155237456519e-05,0.9986397320349393,0.028555724231796052,0.002698428021862491,0.001668200731556246,1.0
0.0645352279455299,0.001893682474970161,0.0016228548629439697,0.0001543623060908907,0.0011083482908133592,0.001631774779217286,0.0016887724341193002,0.002170042351470439,0.0009030641921585981,0.0033116514717717992,0.0009030641921585981,0.0001936840131327521,0.9986651939986103,0.003795215411191959,0.0030706933921904943,0.001893682474970161,1.0
0.11249259917110718,0.004756056369828904,0.004020622922943685,5.464152427996132e-05,0.0028742643485085667,0.004033910630942953,0.004069073915112124,0.005327582293366914,0.0023030941447224874,0.01248136371432718,0.0023030941447224874,0.0005052104679608961,0.9986680397474912,0.017065382400670053,0.00765689695985485,0.004756056369828904,1.0
0.08644168146832445,0.00252339259284886,0.0026232855132100386,3.0052838353978723e-05,0.0014984242263787677,0.0026372389334688166,0.0026081370370393225,0.0032824385686959557,0.0009608378640793035,0.003707466388716636,0.0009608378640793035,0.0001710835448510493,0.9986460226377286,0.006883735538920588,0.0043746140143695765,0.00252339259284886,0.0
0.11486086441681467,0.0026296087573103276,0.0028734426530589627,4.917737185196518e-05,0.0016617391512088633,0.0028875838675453147,0.002902373204761343,0.0030155319141655576,0.0010242206303612423,0.002770704418613856,0.0010242206303612423,0.00017188356142739276,0.9986499168204077,0.0015180861644767838,0.004531322527278523,0.0026296087573103276,1.0
0.06335109532267613,0.0036086183188894522,0.0032519438634711997,1.0928304855992263e-05,0.002001293203553451,0.003264545757933484,0.0033486643047960863,0.004456998942639023,0.001862780237365655,0.0039449553388835375,0.001862780237365655,0.0003526873076810151,0.9986503661491783,0.006072344657907135,0.005675889767132473,0.0036086183188894522,0.0
0.060390763765541755,0.00294249123033825,0.002981995810659544,1.0928304855992263e-05,0.0015881103601583645,0.00300005479097244,0.00303961759171893,0.0037800369791185467,0.0019289675508282107,0.004578259205995277,0.0019289675508282107,0.0002610454088608716,0.9986484190578389,0.008637386797885149,0.0041464940272236414,0.00294249123033825,0.0
0.07045589105979869,0.00979525468663652,0.008854058641266746,0.00019807552551485977,0.005594221549815556,0.008814970886069645,0.00913341647808934,0.01178352957816202,0.005799803569515469,0.011848059847215441,0.005799803569515469,0.000906338779339508,0.9986530621218024,0.017981468879233627,0.01451438213866786,0.00979525468663652,1.0
0.10834813499111898,0.0018499821101631573,0.0018237326295156926,6.420379102895455e-05,0.000994380321687321,0.0018347006171455895,0.0018203394453574185,0.0024078630244173966,0.0007145986216211516,0.001979074584724183,0.0007145986216211516,0.00022048456844025807,0.9986397320349393,0.007381039627283673,0.0031976471241673627,0.0018499821101631573,0.0
0.06690349319123742,0.002742501366395087,0.002525419448609332,0.0008155247498784227,0.0018305370711171876,0.00253921290277591,0.0025369229981233804,0.003041481172244902,0.002008616690757727,0.003338039132901455,0.002008616690757727,0.00038028787956486456,0.9986955985787587,0.004815997487305658,0.0036168589266326453,0.002742501366395087,0.0
0.1468324452338662,0.0012955337316742977,0.0011939857790415815,0.0,0.000866313222360124,0.0012002211562887584,0.0012028631252595703,0.00138158412521344,0.0005827849041321636,0.0013193830564827886,0.0005827849041321636,0.00011932247236162733,0.9986499168204077,0.0006019996859132073,0.002144989096525832,0.0012955337316742977,0.0
0.08999407933688572,0.004373678177767622,0.004047637519137813,3.141887646097776e-05,0.0028076851225586476,0.004071268112152139,0.004149174281241148,0.0047820775603363026,0.002078730370273146,0.004881717308986318,0.002078730370273146,0.000357967417084882,0.9986544101081144,0.005339475475056274,0.007088250035375129,0.004373678177767622,0.0
0.08940201302545883,0.005567851341070119,0.005409054421844101,2.5954724032981626e-05,0.0034296134214320097,0.005408068219741686,0.005538033171918959,0.007632503755513505,0.00277033170501324,0.010779359571464383,0.00277033170501324,0.0005837720957578242,0.9986541105556006,0.015390252839868083,0.008874859326007928,0.005567851341070119,0.0
0.09473060982830075,0.004835263281041598,0.004737746654148255,0.00024315478304582784,0.003497367574898692,0.004740614555470879,0.004710000265355604,0.005374062832563981,0.002269439578555086,0.002163788212631773,0.002269439578555086,0.00037856784392572613,0.9986481195053251,0.005182432078731089,0.007869147730503677,0.004835263281041598,0.0
0.12137359384251037,0.0030644880820911353,0.003137948204805867,9.698870559693133e-05,0.0019378471176482337,0.0031567569721512433,0.0031383545607531656,0.0033500207023751272,0.001673753757392085,0.0017547794651221087,0.001673753757392085,0.00026448548013914845,0.9986551589893988,0.001989216353452337,0.004713157299641224,0.0030644880820911353,0.0
0.07460035523978686,0.009024732282157477,0.007870945039843065,0.0003442416029637563,0.004892789822307879,0.007868083262354119,0.0082640374657429,0.01171708807121161,0.006907038796422967,0.03951552254165952,0.006907038796422967,0.001548112076882233,0.9986578549620228,0.03119928806993666,0.011530308219857417,0.009024732282157477,0.0
0.08940201302545883,0.002345252911309199,0.0022166812063907234,1.7758495390987426e-05,0.0016104339829768669,0.002231586497511992,0.002180112276275913,0.0026684962319396014,0.0011582779855947238,0.0011082817674455425,0.0011582779855947238,0.0002988461920931002,0.9986473706240406,0.003402606920378998,0.0037537309189202062,0.002345252911309199,0.0
0.15393724097098874,0.007382326904827586,0.006867842616327028,0.0005655397762975997,0.006186776660769836,0.006885531696577557,0.006965152638097535,0.008362504861921433,0.004504663681506647,0.00910374308973124,0.004504663681506647,0.0012025049159018575,0.9987366372731461,0.01638486101659425,0.01078379382713927,0.007382326904827586,0.0
0.09769094138543519,0.002567396432411468,0.0024218140192494336,0.0,0.0015035155789514085,0.0024374013139871393,0.0024625000077138255,0.0029450982136644804,0.001784813825744509,0.001504096684390379,0.001784813825744509,0.000282405851449242,0.9986725330351979,0.005051562581793435,0.0034991622376124238,0.002567396432411468,0.0
0.054470100651272946,0.004539375394327511,0.004210417778256278,5.054340995896422e-05,0.0025441097162980856,0.0040199638379581895,0.004258525474446564,0.0053424104408408245,0.0022845841333304167,0.0030609686910400696,0.0022845841333304167,0.0005782119805522371,0.9986443750989028,0.012301732712139454,0.007206607941749397,0.004539375394327511,0.0
0.08348134991119008,0.003928177236540667,0.0037208895461231187,2.458868592598259e-05,0.0022300124268167026,0.003724690306480776,0.003737070856734509,0.004472682560159505,0.002414154213074911,0.005211563073107015,0.002414154213074911,0.0003816479077446485,0.9986541105556006,0.005444171072606397,0.005722174981915706,0.003928177236540667,0.0
0.18413262285375961,0.0001483991554904501,0.00014051548203539247,0.0,8.537806621813156e-05,0.0001414603288454546,0.00014341544752222661,0.00041433265922293666,8.750187203524305e-05,0.0032061008272531765,8.750187203524305e-05,2.424050226320689e-05,0.9986425777838202,0.0006805213840757996,0.00022944242185402703,0.0001483991554904501,0.0
0.23208999407933686,0.004610388487138892,0.0046508645462418645,0.00019261137308686363,0.0037668176187430707,0.004664405293804137,0.0046612488868949505,0.0049580192332479,0.0014965063755771055,0.0042220257807449235,0.0014965063755771055,0.00045492942613770956,0.9987292982365585,0.012799036800502539,0.008290343185031098,0.004610388487138892,0.0
0.06808762581409117,0.0032432347131420044,0.002886009882790297,6.283775292195552e-05,0.0021454176456097464,0.002888978546843791,0.0028733692201075365,0.003934877057548041,0.0011352806987136661,0.001398546039871756,0.0011352806987136661,0.0002262046869611138,0.9986370360623154,0.007381039627283673,0.005737382981058768,0.0032432347131420044,0.0
0.11486086441681467,0.0024457030554141867,0.0024252774290179115,4.234718131697002e-05,0.001404821667543293,0.0024388956132355066,0.0024359644472858747,0.0028162073933143306,0.0011734225403700542,0.0041296689667911285,0.0011734225403700542,0.00023092478476154026,0.9986610002634174,0.006072344657907135,0.003954740994550247,0.0024457030554141867,0.0
0.07460035523978686,0.0026972836278100626,0.002688397616857425,0.0006966794345695068,0.001886933591921825,0.002703187340296768,0.002682806869871463,0.0032790166885096686,0.0014078826846696158,0.00022429511960207407,0.0014078826846696158,0.00021488445240585384,0.9986659428798947,0.00554886667015652,0.00422650132706323,0.0026972836278100626,0.0
0.05624629958555358,0.0032526424305657346,0.0037118846807250756,0.00025818120222281723,0.0017467255749214071,0.0037166210905395917,0.003804829101734253,0.00492893325166446,0.001424149058317193,0.008272531764147084,0.001424149058317193,0.00012136251463130314,0.998645423532701,0.0567711877715542,0.005417353781700413,0.0032526424305657346,1.0
0.23801065719360567,0.009978856913777057,0.008975080074033847,0.0011788908863401655,0.007784286441062307,0.009001459432265905,0.009412718679244933,0.011404271190848525,0.004858036626264359,0.010436319976778857,0.004858036626264359,0.0019635606849773926,0.9987947504608188,0.036721980840705645,0.01602460257530935,0.009978856913777057,0.0
0.07815275310834813,0.006461281021568861,0.005506623622750367,8.3328324526941e-05,0.003771517328810124,0.0053792780542231385,0.005624428019823915,0.007768238336236229,0.004681350153885503,0.013629226973467206,0.004681350153885503,0.0008828582928238273,0.9986876604371436,0.01384599277600377,0.008568715691084543,0.006461281021568861,1.0
0.08821788040260511,0.004996408376267424,0.004913292052127681,1.366038106999033e-05,0.002851157440678889,0.004931884859261916,0.0050475572782413955,0.008443204202981372,0.0038360596336476107,0.003338039132901455,0.0038360596336476107,0.00038416795996013036,0.9986792729667578,0.009527299377061194,0.0063734740756512,0.004996408376267424,0.0
0.1178211959739491,0.0037646043432700074,0.0032655995934154844,0.0001543623060908907,0.002555075706454543,0.003268829415778804,0.0032957166051514777,0.005264847823284982,0.0024163978508194043,0.003351232963466283,0.0024163978508194043,0.0005272109238103413,0.998661599368445,0.01596607862639376,0.005363133958668626,0.0037646043432700074,0.0
0.018354055654233287,0.0009110312163237858,0.0008708001703601788,0.0,0.0005479078653172756,0.0008691840628004165,0.000875303230488495,0.0011007047932557025,0.0005126712246167445,0.00014513213621310673,0.0005126712246167445,5.484113630834431e-05,0.9986178647014335,0.0014657383657017222,0.001389878878205086,0.0009110312163237858,1.0
0.028419182948490246,0.001963481668759125,0.0017510010243776551,0.0,0.0010930742330954365,0.0017627750133241682,0.0017903480910132696,0.002541886665046977,0.0010646061097621237,0.0006464976976765664,0.0010646061097621237,0.00012388256684678505,0.9986503661491783,0.0003402606920378998,0.0030323427856558155,0.001963481668759125,0.0
0.09473060982830075,0.0015319405662899636,0.0014300913706869665,0.0,0.0009105688254915407,0.0014357227178314728,0.0014990740323622758,0.0026770509324053194,0.0007617150142555133,0.008523214544878815,0.0007617150142555133,0.00011136230742700988,0.9986914048435658,0.008140082709522064,0.0024491490793870784,0.0015319405662899636,0.0
0.06394316163410302,0.0023458598608204076,0.002333843411130093,1.2294342962991295e-05,0.001753383497516399,0.0023314056873029393,0.0023366103721951755,0.002577246093638611,0.0012210998424405392,0.001741585634557281,0.0012210998424405392,0.00015612323487342657,0.9986488683866095,0.004344867298330105,0.0036809970099751254,0.0023458598608204076,1.0
0.09413854351687387,0.0025986543322387,0.0026501022002745397,0.00020627175415685397,0.001515656496624629,0.0026563659638479203,0.0026942850425216926,0.003061156983316053,0.0016092491722378994,0.004815748156162179,0.0016092491722378994,0.00017744367663297982,0.9986806209530699,0.0028529550332408522,0.003774228656895638,0.0025986543322387,0.0
0.1557134399052694,0.02102685539154768,0.018656893649966828,0.003982001081902181,0.01596922316534089,0.018214910117900208,0.01931541956732226,0.02375982507348488,0.012052821963418607,0.03679759344530498,0.012052821963418607,0.0033856701510855303,0.998715369044668,0.07532848243731351,0.031614785349010355,0.02102685539154768,0.0
0.18294849023090584,0.01942997122755842,0.015992047219535056,0.002032664703214561,0.015597554427538107,0.01603064309658652,0.01648771619539306,0.02208253346883979,0.011007847683920801,0.026308498146266804,0.011007847683920801,0.003737837447991922,0.9987276506977328,0.03698371983458096,0.029367307562607366,0.01942997122755842,0.0
0.10124333925399645,0.004985483285065674,0.0044882821962530265,0.0001366038106999033,0.0033160370948115596,0.004513082589919458,0.004577939569272315,0.005713684441052982,0.003161285581991217,0.005831673109653926,0.003161285581991217,0.0006484534359551931,0.9986873608846298,0.009841386169711563,0.007145114727823101,0.004985483285065674,0.0
0.12729425695677918,0.002481209601819877,0.002144444374076754,2.0490571604985494e-05,0.0015230977042307965,0.002136250205466147,0.0021180314069956375,0.0032268330156687897,0.0017870574634890023,0.002071431398677978,0.0017870574634890023,0.00033300689990296595,0.99864018136371,0.0007328691828508611,0.003308731639647122,0.002481209601819877,1.0
0.14624037892243932,0.003952758691744607,0.003286676915720793,2.0490571604985494e-05,0.0032925385444762937,0.003285067467611064,0.00330509661720973,0.004359475357329839,0.0014572427150484708,0.0007256606810655338,0.0014572427150484708,0.00045136935237298113,0.998656207423197,0.007354865727896142,0.0069037703935962424,0.003952758691744607,1.0
0.31616341030195383,0.017895906337979228,0.015488665348327985,0.0007144379299604942,0.01760589719619214,0.015428938599243885,0.015618830867891785,0.0191134820938713,0.013492115576511131,0.033499135804098,0.013492115576511131,0.007890003480872125,0.9987436767572199,0.024865204418154218,0.023096322176833325,0.017895906337979228,0.0
0.13795145056246297,0.0037697634141152787,0.002967053671372682,6.830190534995165e-06,0.003030138065732495,0.002935401443493074,0.003003331755598849,0.004206631375675679,0.0016922637687841558,0.005686540973440819,0.0016922637687841558,0.0005258108948017403,0.9986389831536548,0.0063079097523949116,0.006228006257761039,0.0037697634141152787,0.0
0.08584961515689757,0.0023030699202802162,0.001988590934495245,8.469436263394003e-05,0.0017901978930416483,0.0018841121122916075,0.0020348455105842944,0.0027030001904846637,0.0011162097778854724,0.0012138324119641654,0.0011162097778854724,0.0002990861970660032,0.9986458728614718,0.002355650944877768,0.00371141300826125,0.0023030699202802162,1.0
0.14801657785671993,0.0015301197177563384,0.0012873988882256735,1.7758495390987426e-05,0.0011228390635201063,0.0012823079949990785,0.0013231988062700445,0.0019316513651591006,0.0010006624340440616,0.001609647328909002,0.0010006624340440616,0.00032752678635501324,0.9986124727561856,0.0007066952834633303,0.0021635031824391252,0.0015301197177563384,1.0
0.33333333333333326,0.07931585864995613,0.06524925467421783,0.003681472698362394,0.07498661561737154,0.06497302789856696,0.0646943134294003,0.08727248774111424,0.05450693536472294,0.15233596770150276,0.05450693536472294,0.03247551289262714,0.9987315448804119,0.15814270009946083,0.10856990588232183,0.07931585864995613,0.0
0.14031971580817051,0.0016484748724419735,0.0012976901629662939,0.0,0.0011353716236989146,0.0012936646692866714,0.0013308509213701978,0.0020730890795256363,0.0005996121872158642,0.0001847136279075904,0.0005996121872158642,0.00017508362773276662,0.9986117238749012,0.00015704339632518452,0.0028941483586601624,0.0016484748724419735,1.0
0.1847246891651865,0.0034905666389594215,0.0031104388357876705,3.688302888897389e-05,0.0030211302881039768,0.003107943196704572,0.0030275223130122363,0.004013009988468264,0.0020058121435771103,0.007876716847202248,0.0020058121435771103,0.0007048146037585899,0.9986395822586824,0.011935298120714024,0.005250065791126728,0.0034905666389594215,1.0
0.15867377146240377,0.002410803458519705,0.0019463373353198134,0.0,0.0017557333525499257,0.0019378072652829455,0.0019445011839179694,0.0029222856790892325,0.0012738253294361343,0.0012929953953531327,0.0012738253294361343,0.0004130885591949465,0.9986403311399669,0.0026173899387530756,0.003760343092460668,0.002410803458519705,1.0
